Ligand,Receptor,LRscore,ligand_mean_expr,receptor_mean_expr,ligand_pct_expr,receptor_pct_expr
CD9__Malignant,CAP1__Stroma,2.3121351153939913,3.4571021235539154,0.6688072937275878,67.6408636124276,13.217482885729332
LGALS3BP__Malignant,LAMP2__Stroma,2.311475606219411,3.484602378237509,0.6633398463639175,68.72037914691943,12.76987888362296
CD9__Malignant,LAMP2__Stroma,2.293233591502627,3.4571021235539154,0.6633398463639175,67.6408636124276,12.76987888362296
APOE__Macrophage,BAMBI__Malignant,2.283994112343064,0.6168849897367406,3.702463425666707,8.293838862559241,67.93048973143759
MDK__Malignant,SDC1__Stroma,2.2763798500015264,2.6881703528770178,0.8468138366176191,65.376513954713,15.297525013164822
THBS1__Stroma,ATP6AP2__Malignant,2.271502852540482,0.9685631156406587,2.3452295631121474,16.53501843075303,62.95418641390206
TIMP3__Stroma,ITGB5__Malignant,2.2705369029638036,1.0308663439741617,2.2025521700616446,16.824644549763033,63.3754607688257
COPA__Malignant,FLOT1__Stroma,2.2594359742683325,2.4864563801269832,0.908697209541614,63.69141653501843,16.903633491311215
ARF1__Malignant,CD74__Macrophage,2.2473984229388,3.5413291858431024,0.6346200268314651,68.06213796735123,8.293838862559241
HSPA1A__Malignant,CD74__Macrophage,2.2397617051671044,3.529295657985773,0.6346200268314651,67.7461822011585,8.293838862559241
EFNA1__Malignant,CAP1__Stroma,2.2344642895910973,3.340968782109631,0.6688072937275878,67.16692996313849,13.217482885729332
AZGP1__Malignant,CAP1__Stroma,2.2234978500041027,3.324571772552703,0.6688072937275878,67.53554502369668,13.217482885729332
THBS1__Stroma,ADORA2A__Malignant,2.2200582398408266,0.9685631156406587,2.2921152003319505,16.53501843075303,60.61084781463928
EFNA1__Malignant,LAMP2__Stroma,2.216197718631247,3.340968782109631,0.6633398463639175,67.16692996313849,12.76987888362296
COMP__Stroma,FLOT1__Malignant,2.2116579510725334,0.8062875301300323,2.7430139601884367,13.717746182201159,65.7451290152712
LGALS3BP__Malignant,CD74__Macrophage,2.2113984547740753,3.484602378237509,0.6346200268314651,68.72037914691943,8.293838862559241
AZGP1__Malignant,LAMP2__Stroma,2.205320928830927,3.324571772552703,0.6633398463639175,67.53554502369668,12.76987888362296
LYZ__Macrophage,CD74__Malignant,2.1985466225023678,0.5180991853781101,4.243485966683894,8.293838862559241,69.03633491311216
CD9__Malignant,CD74__Macrophage,2.193946242408901,3.4571021235539154,0.6346200268314651,67.6408636124276,8.293838862559241
COMP__Stroma,PLXNB2__Malignant,2.190069187365006,0.8062875301300323,2.7162384453742043,13.717746182201159,65.69246972090575
COMP__Stroma,SDC1__Malignant,2.1862396256703476,0.8062875301300323,2.7114888225020253,13.717746182201159,64.797261716693
COMP__Stroma,GFRA1__Malignant,2.145744830910795,0.8062875301300323,2.6612650583405952,13.717746182201159,64.6129541864139
PSAP__Macrophage,BAMBI__Malignant,2.1438620078842194,0.5790366470664519,3.702463425666707,8.293838862559241,67.93048973143759
BST2__Malignant,CAP1__Stroma,2.1435922522992477,3.2050970023845986,0.6688072937275878,67.58820431806214,13.217482885729332
B2M__Malignant,CD81__Macrophage,2.1367285658906243,4.6627616364755315,0.45825387023337644,69.06266456029489,8.267509215376515
HLA-DRA__Macrophage,BAMBI__Malignant,2.135593529775294,0.5768034101216638,3.702463425666707,8.293838862559241,67.93048973143759
CALR__Malignant,HLA-F__Stroma,2.1336530944298753,3.389644501784542,0.6294622026901563,68.19378620326488,13.533438651922063
THBS1__Stroma,ITGB5__Malignant,2.133310792196,0.9685631156406587,2.2025521700616446,16.53501843075303,63.3754607688257
APOE__Macrophage,CD9__Malignant,2.132634408007421,0.6168849897367406,3.4571021235539154,8.293838862559241,67.6408636124276
BST2__Malignant,LAMP2__Stroma,2.126068553143252,3.2050970023845986,0.6633398463639175,67.58820431806214,12.76987888362296
EFNA1__Malignant,CD74__Macrophage,2.1202456981455016,3.340968782109631,0.6346200268314651,67.16692996313849,8.293838862559241
COPA__Malignant,ITGB5__Stroma,2.1121353041719146,2.4864563801269832,0.8494560053629607,63.69141653501843,15.11321748288573
AZGP1__Malignant,CD74__Macrophage,2.1098398275005277,3.324571772552703,0.6346200268314651,67.53554502369668,8.293838862559241
TNFSF10__Malignant,CAP1__Stroma,2.1033084490429386,3.1448646998452707,0.6688072937275878,66.29805160610847,13.217482885729332
MIF__Malignant,CD81__Macrophage,2.092272387324003,4.565749518402244,0.45825387023337644,69.06266456029489,8.267509215376515
TNFSF10__Malignant,LAMP2__Stroma,2.0861140668306692,3.1448646998452707,0.6633398463639175,66.29805160610847,12.76987888362296
HLA-DRB1__Malignant,CAP1__Stroma,2.0810645336604563,3.111605619702012,0.6688072937275878,68.27277514481305,13.217482885729332
CD44__Malignant,IL6ST__Stroma,2.080648074072862,1.900907837539627,1.0945549452654555,58.58346498156924,17.9304897314376
B2M__Malignant,CD63__Macrophage,2.0737781257677876,4.6627616364755315,0.44475319294582394,69.06266456029489,8.241179568193786
COMP__Stroma,CD55__Malignant,2.0662775375918034,0.8062875301300323,2.5627055614497336,13.717746182201159,63.90205371248025
HLA-DRB1__Malignant,LAMP2__Stroma,2.064051993718235,3.111605619702012,0.6633398463639175,68.27277514481305,12.76987888362296
C1QA__Macrophage,CD74__Malignant,2.0504462613097267,0.48319854888363495,4.243485966683894,8.293838862559241,69.03633491311216
APOE__Macrophage,CD63__Malignant,2.04763432896863,0.6168849897367406,3.31931294007084,8.293838862559241,68.48341232227489
CD47__Malignant,IL6ST__Stroma,2.0397149137472526,1.8635107561937638,1.0945549452654555,56.6350710900474,17.9304897314376
HLA-B__Malignant,CD81__Macrophage,2.039278562659776,4.450106578742534,0.45825387023337644,69.03633491311216,8.267509215376515
COMP__Stroma,AMFR__Malignant,2.038729115284953,0.8062875301300323,2.528538566082203,13.717746182201159,62.82253817798842
BST2__Malignant,CD74__Macrophage,2.0340187456507626,3.2050970023845986,0.6346200268314651,67.58820431806214,8.293838862559241
MIF__Malignant,CD63__Macrophage,2.030631676500256,4.565749518402244,0.44475319294582394,69.06266456029489,8.241179568193786
C1QB__Macrophage,CD74__Malignant,2.0269627475247654,0.47766453416806076,4.243485966683894,8.267509215376515,69.03633491311216
IGFBP4__Malignant,CAP1__Stroma,2.019992407889533,3.020290638026889,0.6688072937275878,68.45708267509215,13.217482885729332
TIMP3__Stroma,TYROBP__Malignant,2.015749306221468,1.0308663439741617,1.9553934591078206,16.824644549763033,60.55818852027382
COL9A2__Malignant,SDC4__Stroma,2.009013050255476,2.1544872596650664,0.9324785009718713,58.92575039494471,16.95629278567667
IGFBP4__Malignant,LAMP2__Stroma,2.0034791278031348,3.020290638026889,0.6633398463639175,68.45708267509215,12.76987888362296
PSAP__Macrophage,CD9__Malignant,2.0017888221889697,0.5790366470664519,3.4571021235539154,8.293838862559241,67.6408636124276
TNFSF10__Malignant,CD74__Macrophage,1.9957941201971332,3.1448646998452707,0.6346200268314651,66.29805160610847,8.293838862559241
GRN__Macrophage,CD74__Malignant,1.9946204395704763,0.4700428975682906,4.243485966683894,8.293838862559241,69.03633491311216
HLA-DRA__Macrophage,CD9__Malignant,1.994068294004744,0.5768034101216638,3.4571021235539154,8.293838862559241,67.6408636124276
COL9A2__Malignant,ITGB1__Stroma,1.981277339763334,2.1544872596650664,0.9196050386816123,58.92575039494471,15.876777251184834
HLA-B__Malignant,CD63__Macrophage,1.9791991098449586,4.450106578742534,0.44475319294582394,69.03633491311216,8.241179568193786
HLA-DRB1__Malignant,CD74__Macrophage,1.9746872418642285,3.111605619702012,0.6346200268314651,68.27277514481305,8.293838862559241
HLA-A__Malignant,CD81__Macrophage,1.971978875195651,4.3032454350933795,0.45825387023337644,69.08899420747761,8.267509215376515
VIM__Macrophage,CD74__Malignant,1.9713722846660575,0.4645643464226186,4.243485966683894,8.241179568193786,69.03633491311216
TIMP3__Stroma,CD44__Malignant,1.959581912716305,1.0308663439741617,1.900907837539627,16.824644549763033,58.58346498156924
APOE__Macrophage,IL6ST__Malignant,1.943501905643161,0.6168849897367406,3.150509313693242,8.293838862559241,67.29857819905213
COMP__Stroma,PRLR__Malignant,1.9429172576683196,0.8062875301300323,2.409707684992945,13.717746182201159,61.87467087941022
COMP__Stroma,IFITM1__Malignant,1.9415762800225167,0.8062875301300323,2.4080445343231256,13.717746182201159,62.34860452869931
PSAP__Macrophage,CD63__Malignant,1.9220038353829056,0.5790366470664519,3.31931294007084,8.293838862559241,68.48341232227489
TIMP3__Stroma,CD47__Malignant,1.9210305201939906,1.0308663439741617,1.8635107561937638,16.824644549763033,56.6350710900474
LYZ__Macrophage,BAMBI__Malignant,1.9182432847301676,0.5180991853781101,3.702463425666707,8.293838862559241,67.93048973143759
IGFBP4__Malignant,CD74__Macrophage,1.916736925743447,3.020290638026889,0.6346200268314651,68.45708267509215,8.293838862559241
HLA-DRA__Macrophage,CD63__Malignant,1.9145910230938263,0.5768034101216638,3.31931294007084,8.293838862559241,68.48341232227489
HLA-A__Malignant,CD63__Macrophage,1.913882147287322,4.3032454350933795,0.44475319294582394,69.08899420747761,8.241179568193786
TFF3__Malignant,CD81__Macrophage,1.907348565919966,4.162209399232361,0.45825387023337644,68.90468667719853,8.267509215376515
CXCL14__Malignant,CAP1__Stroma,1.905895211935979,2.849692624184015,0.6688072937275878,66.45602948920485,13.217482885729332
THBS1__Stroma,TYROBP__Malignant,1.8939219810568355,0.9685631156406587,1.9553934591078206,16.53501843075303,60.55818852027382
COMP__Stroma,ATP6AP2__Malignant,1.890929352029628,0.8062875301300323,2.3452295631121474,13.717746182201159,62.95418641390206
CXCL14__Malignant,LAMP2__Stroma,1.8903146675106133,2.849692624184015,0.6633398463639175,66.45602948920485,12.76987888362296
APOE__Macrophage,ENO1__Malignant,1.8847417463016554,0.6168849897367406,3.0552562919483264,8.293838862559241,67.14060031595577
TIMP3__Stroma,MAGED1__Malignant,1.8808155992226037,1.0308663439741617,1.824499955999869,16.824644549763033,56.766719325961034
LAMA5__Malignant,ITGB1__Stroma,1.8803677095127418,2.0447557705953012,0.9196050386816123,58.89942074776198,15.876777251184834
APOE__Macrophage,ERBB2__Malignant,1.8737820262366915,0.6168849897367406,3.0374900628338186,8.293838862559241,66.58767772511848
B2M__Malignant,TYROBP__Macrophage,1.8725769378054473,4.6627616364755315,0.4016025445428694,69.06266456029489,8.030542390731963
CALR__Malignant,ITGAV__Stroma,1.8659225410564069,3.389644501784542,0.5504773553905304,68.19378620326488,10.795155344918378
APOE__Macrophage,CD151__Malignant,1.8656088962404902,0.6168849897367406,3.02424102916923,8.293838862559241,67.19325961032122
TFF3__Malignant,CD63__Macrophage,1.8511559200177121,4.162209399232361,0.44475319294582394,68.90468667719853,8.241179568193786
COMP__Stroma,ADORA2A__Malignant,1.8481039036491524,0.8062875301300323,2.2921152003319505,13.717746182201159,60.61084781463928
THBS1__Stroma,CD44__Malignant,1.8411492176731283,0.9685631156406587,1.900907837539627,16.53501843075303,58.58346498156924
MIF__Malignant,TYROBP__Macrophage,1.833616624335722,4.565749518402244,0.4016025445428694,69.06266456029489,8.030542390731963
AZGP1__Malignant,ITGAV__Stroma,1.83010147716082,3.324571772552703,0.5504773553905304,67.53554502369668,10.795155344918378
COL9A2__Malignant,SDC1__Stroma,1.8244496223007554,2.1544872596650664,0.8468138366176191,58.92575039494471,15.297525013164822
PSAP__Macrophage,IL6ST__Malignant,1.8242603495525633,0.5790366470664519,3.150509313693242,8.293838862559241,67.29857819905213
HLA-DRA__Macrophage,IL6ST__Malignant,1.8172245157583247,0.5768034101216638,3.150509313693242,8.293838862559241,67.29857819905213
HLA-C__Malignant,CD81__Macrophage,1.8165993338470665,3.9641767409883983,0.45825387023337644,68.64139020537124,8.267509215376515
CXCL14__Malignant,CD74__Macrophage,1.8084720096210878,2.849692624184015,0.6346200268314651,66.45602948920485,8.293838862559241
THBS1__Stroma,CD47__Malignant,1.8049277840489117,0.9685631156406587,1.8635107561937638,16.53501843075303,56.6350710900474
B2M__Malignant,ENO1__Macrophage,1.7981014020824684,4.6627616364755315,0.3856301355866884,69.06266456029489,8.056872037914692
LYZ__Macrophage,CD9__Malignant,1.791121793982218,0.5180991853781101,3.4571021235539154,8.293838862559241,67.6408636124276
C1QA__Macrophage,BAMBI__Malignant,1.7890249545768848,0.48319854888363495,3.702463425666707,8.293838862559241,67.93048973143759
HLA-B__Malignant,TYROBP__Macrophage,1.7871741255099647,4.450106578742534,0.4016025445428694,69.03633491311216,8.030542390731963
COMP__Stroma,ITGB5__Malignant,1.7758903491815463,0.8062875301300323,2.2025521700616446,13.717746182201159,63.3754607688257
PSAP__Macrophage,ENO1__Malignant,1.7691053592184394,0.5790366470664519,3.0552562919483264,8.293838862559241,67.14060031595577
C1QB__Macrophage,BAMBI__Malignant,1.7685354674953702,0.47766453416806076,3.702463425666707,8.267509215376515,67.93048973143759
CD24__Malignant,CD81__Macrophage,1.7675676872975492,3.8571800526144475,0.45825387023337644,68.19378620326488,8.267509215376515
THBS1__Stroma,MAGED1__Malignant,1.7671433618694776,0.9685631156406587,1.824499955999869,16.53501843075303,56.766719325961034
HLA-C__Malignant,CD63__Macrophage,1.7630802629561606,3.9641767409883983,0.44475319294582394,68.64139020537124,8.241179568193786
UBA52__Malignant,CD81__Macrophage,1.7627204990662835,3.846602535333912,0.45825387023337644,68.74670879410216,8.267509215376515
HLA-DRA__Macrophage,ENO1__Malignant,1.7622822479914644,0.5768034101216638,3.0552562919483264,8.293838862559241,67.14060031595577
B2M__Malignant,CD9__Macrophage,1.7620140153411321,4.6627616364755315,0.3778906477992291,69.06266456029489,8.004212743549237
MIF__Malignant,ENO1__Macrophage,1.7606906058363148,4.565749518402244,0.3856301355866884,69.06266456029489,8.056872037914692
PSAP__Macrophage,ERBB2__Malignant,1.7588180614809605,0.5790366470664519,3.0374900628338186,8.293838862559241,66.58767772511848
PODXL2__Malignant,CD81__Stroma,1.75454484659191,1.3459089999872773,1.3036132803989686,43.733543970510794,19.40494997367035
HLA-DRA__Macrophage,ERBB2__Malignant,1.7520346264532134,0.5768034101216638,3.0374900628338186,8.293838862559241,66.58767772511848
PSAP__Macrophage,CD151__Malignant,1.7511463854509466,0.5790366470664519,3.02424102916923,8.293838862559241,67.19325961032122
HLA-DRA__Macrophage,CD151__Malignant,1.7443925386546622,0.5768034101216638,3.02424102916923,8.293838862559241,67.19325961032122
GRN__Macrophage,BAMBI__Malignant,1.7403166367409983,0.4700428975682906,3.702463425666707,8.293838862559241,67.93048973143759
PODXL2__Malignant,CD74__Stroma,1.738351162484986,1.3459089999872773,1.2915814980815332,43.733543970510794,20.221169036334913
LAMA5__Malignant,SDC1__Stroma,1.7315274790438233,2.0447557705953012,0.8468138366176191,58.89942074776198,15.297525013164822
HLA-A__Malignant,TYROBP__Macrophage,1.7281943165259885,4.3032454350933795,0.4016025445428694,69.08899420747761,8.030542390731963
CD44__Malignant,FLOT1__Stroma,1.727349647568043,1.900907837539627,0.908697209541614,58.58346498156924,16.903633491311215
MIF__Malignant,CD9__Macrophage,1.7253540431980423,4.565749518402244,0.3778906477992291,69.06266456029489,8.004212743549237
FN1__Stroma,PLXNA3__Malignant,1.7249154489710932,1.4325379738808335,1.2040975390678064,19.641916798314902,42.28541337546077
VIM__Macrophage,BAMBI__Malignant,1.7200325014985034,0.4645643464226186,3.702463425666707,8.241179568193786,67.93048973143759
LYZ__Macrophage,CD63__Malignant,1.7197333302657216,0.5180991853781101,3.31931294007084,8.293838862559241,68.48341232227489
HLA-B__Malignant,ENO1__Macrophage,1.7160952033356973,4.450106578742534,0.3856301355866884,69.03633491311216,8.056872037914692
CD24__Malignant,CD63__Macrophage,1.7154931441672168,3.8571800526144475,0.44475319294582394,68.19378620326488,8.241179568193786
UBA52__Malignant,CD63__Macrophage,1.710788759583259,3.846602535333912,0.44475319294582394,68.74670879410216,8.241179568193786
B2M__Malignant,ITGB2__Macrophage,1.6959353189265804,4.6627616364755315,0.3637190684721548,69.06266456029489,8.004212743549237
CD47__Malignant,FLOT1__Stroma,1.6933670241040562,1.8635107561937638,0.908697209541614,56.6350710900474,16.903633491311215
APOE__Macrophage,FLOT1__Malignant,1.69212413867858,0.6168849897367406,2.7430139601884367,8.293838862559241,65.7451290152712
TIMP3__Stroma,IL13RA1__Malignant,1.6917965371768868,1.0308663439741617,1.6411405290958758,16.824644549763033,52.58030542390731
GNAS__Malignant,CD81__Macrophage,1.6819292420998897,3.67030013569406,0.45825387023337644,68.27277514481305,8.267509215376515
HLA-B__Malignant,CD9__Macrophage,1.6816536578166272,4.450106578742534,0.3778906477992291,69.03633491311216,8.004212743549237
APOE__Macrophage,PLXNB2__Malignant,1.6756067254972062,0.6168849897367406,2.7162384453742043,8.293838862559241,65.69246972090575
APOE__Macrophage,SDC1__Malignant,1.6726767544404486,0.6168849897367406,2.7114888225020253,8.293838862559241,64.797261716693
TFF3__Malignant,TYROBP__Macrophage,1.6715538856519638,4.162209399232361,0.4016025445428694,68.90468667719853,8.030542390731963
C1QA__Macrophage,CD9__Malignant,1.6704667294437847,0.48319854888363495,3.4571021235539154,8.293838862559241,67.6408636124276
COPA__Malignant,CAP1__Stroma,1.6629601625644221,2.4864563801269832,0.6688072937275878,63.69141653501843,13.217482885729332
MIF__Malignant,ITGB2__Macrophage,1.6606501617104537,4.565749518402244,0.3637190684721548,69.06266456029489,8.004212743549237
HLA-A__Malignant,ENO1__Macrophage,1.659461120597858,4.3032454350933795,0.3856301355866884,69.08899420747761,8.056872037914692
C1QB__Macrophage,CD9__Malignant,1.6513350754187948,0.47766453416806076,3.4571021235539154,8.267509215376515,67.6408636124276
COPA__Malignant,LAMP2__Stroma,1.6493655931840157,2.4864563801269832,0.6633398463639175,63.69141653501843,12.76987888362296
APOE__Macrophage,GFRA1__Malignant,1.6416944682011843,0.6168849897367406,2.6612650583405952,8.293838862559241,64.6129541864139
GNAS__Malignant,CD63__Macrophage,1.632377704419424,3.67030013569406,0.44475319294582394,68.27277514481305,8.241179568193786
LYZ__Macrophage,IL6ST__Malignant,1.6322763089506174,0.5180991853781101,3.150509313693242,8.293838862559241,67.29857819905213
GPI__Malignant,AMFR__Stroma,1.6269064090561758,2.769034722760648,0.5875355753698158,65.98209583991574,12.611901000526593
HLA-A__Malignant,CD9__Macrophage,1.6261562051065126,4.3032454350933795,0.3778906477992291,69.08899420747761,8.004212743549237
GRN__Macrophage,CD9__Malignant,1.624986299344773,0.4700428975682906,3.4571021235539154,8.293838862559241,67.6408636124276
