pair,ligand_gene,receptor_gene,sender_cluster,receiver_cluster,n_sender,n_receiver,mean_score
ITGB2__Macrophage|SDC1__Bcell,ITGB2,SDC1,Macrophage,Bcell,315,20,0.0010792229
LTB__Tcell|FLOT1__Macrophage,LTB,FLOT1,Tcell,Macrophage,9,315,0.001078129
ICAM3__Malignant|TNFRSF25__Macrophage,ICAM3,TNFRSF25,Malignant,Macrophage,2624,315,0.001077574
ICAM1__Endothelial|FLOT1__Stroma,ICAM1,FLOT1,Endothelial,Stroma,62,768,0.0010767486
ICAM2__Endothelial|SDC4__Stroma,ICAM2,SDC4,Endothelial,Stroma,62,768,0.0010762297
JAG2__Malignant|ITGB1__Bcell,JAG2,ITGB1,Malignant,Bcell,2624,20,0.0010757787
SEMA4D__Bcell|CD151__Stroma,SEMA4D,CD151,Bcell,Stroma,20,768,0.0010756598
MDK__Malignant|BMPR1A__Bcell,MDK,BMPR1A,Malignant,Bcell,2624,20,0.0010753416
WNT7B__Malignant|S1PR2__Stroma,WNT7B,S1PR2,Malignant,Stroma,2624,768,0.0010742348
JAM3__Endothelial|IL6ST__Stroma,JAM3,IL6ST,Endothelial,Stroma,62,768,0.0010741758
PTPRC__Tcell|SDC1__Stroma,PTPRC,SDC1,Tcell,Stroma,9,768,0.0010741255
HMGB1__Malignant|ENG__Bcell,HMGB1,ENG,Malignant,Bcell,2624,20,0.0010738602
WNT3__Malignant|LRP5__Stroma,WNT3,LRP5,Malignant,Stroma,2624,768,0.0010737899
ANGPT2__Bcell|BAMBI__Malignant,ANGPT2,BAMBI,Bcell,Malignant,20,2624,0.0010737706
CD14__Bcell|CD151__Stroma,CD14,CD151,Bcell,Stroma,20,768,0.0010736994
PTN__Malignant|F2RL2__Stroma,PTN,F2RL2,Malignant,Stroma,2624,768,0.0010731085
SELE__Endothelial|ITGAV__Stroma,SELE,ITGAV,Endothelial,Stroma,62,768,0.0010723191
LAMA3__Malignant|VANGL1__Stroma,LAMA3,VANGL1,Malignant,Stroma,2624,768,0.001071487
LAMA5__Malignant|ITGAM__Bcell,LAMA5,ITGAM,Malignant,Bcell,2624,20,0.0010701794
HSPG2__Endothelial|ITGAM__Macrophage,HSPG2,ITGAM,Endothelial,Macrophage,62,315,0.0010696473
CD14__Bcell|TYROBP__Macrophage,CD14,TYROBP,Bcell,Macrophage,20,315,0.0010696101
LAMA3__Malignant|ERBB2__Macrophage,LAMA3,ERBB2,Malignant,Macrophage,2624,315,0.0010695225
BMP4__Malignant|ESAM__Stroma,BMP4,ESAM,Malignant,Stroma,2624,768,0.0010692673
YBX1__Malignant|ITGAM__Bcell,YBX1,ITGAM,Malignant,Bcell,2624,20,0.0010691606
HLA-DRB1__Malignant|PVR__Bcell,HLA-DRB1,PVR,Malignant,Bcell,2624,20,0.001068909
PODXL2__Malignant|LRP5__Endothelial,PODXL2,LRP5,Malignant,Endothelial,2624,62,0.0010687422
LGALS9__Endothelial|ITGB2__Stroma,LGALS9,ITGB2,Endothelial,Stroma,62,768,0.0010686418
PTPRC__Tcell|TREM2__Malignant,PTPRC,TREM2,Tcell,Malignant,9,2624,0.0010681654
VWF__Endothelial|S1PR1__Stroma,VWF,S1PR1,Endothelial,Stroma,62,768,0.0010677272
COL7A1__Malignant|TNFRSF25__Macrophage,COL7A1,TNFRSF25,Malignant,Macrophage,2624,315,0.0010673916
SEMA4A__Malignant|TNFRSF6B__Macrophage,SEMA4A,TNFRSF6B,Malignant,Macrophage,2624,315,0.0010673694
ICAM3__Malignant|PTPRB__Endothelial,ICAM3,PTPRB,Malignant,Endothelial,2624,62,0.0010672257
CCL19__Bcell|NRP1__Stroma,CCL19,NRP1,Bcell,Stroma,20,768,0.0010666511
GZMB__Tcell|ENO1__Malignant,GZMB,ENO1,Tcell,Malignant,9,2624,0.0010665889
WNT3__Malignant|PTPRK__Stroma,WNT3,PTPRK,Malignant,Stroma,2624,768,0.0010660238
RTN4__Malignant|IGF2R__Bcell,RTN4,IGF2R,Malignant,Bcell,2624,20,0.0010658975
PTPRK__Malignant|CXCR4__Stroma,PTPRK,CXCR4,Malignant,Stroma,2624,768,0.0010658966
LAMB3__Malignant|FZD1__Stroma,LAMB3,FZD1,Malignant,Stroma,2624,768,0.0010658037
SELPLG__Macrophage|FZD2__Stroma,SELPLG,FZD2,Macrophage,Stroma,315,768,0.001065677
CADM1__Malignant|CXCR4__Stroma,CADM1,CXCR4,Malignant,Stroma,2624,768,0.0010651959
DUSP18__Endothelial|CD151__Malignant,DUSP18,CD151,Endothelial,Malignant,62,2624,0.0010650421
TNN__Bcell|SDC1__Malignant,TNN,SDC1,Bcell,Malignant,20,2624,0.0010649881
BMP4__Malignant|ITGA5__Macrophage,BMP4,ITGA5,Malignant,Macrophage,2624,315,0.0010649242
CTSG__Malignant|NPTN__Stroma,CTSG,NPTN,Malignant,Stroma,2624,768,0.0010648486
SEMA4D__Bcell|TYROBP__Macrophage,SEMA4D,TYROBP,Bcell,Macrophage,20,315,0.0010645844
CD226__Malignant|NCSTN__Stroma,CD226,NCSTN,Malignant,Stroma,2624,768,0.001064286
HSPG2__Endothelial|HAVCR2__Macrophage,HSPG2,HAVCR2,Endothelial,Macrophage,62,315,0.0010634634
COL4A2__Endothelial|FZD1__Stroma,COL4A2,FZD1,Endothelial,Stroma,62,768,0.0010634295
HMGB1__Malignant|ROBO1__Bcell,HMGB1,ROBO1,Malignant,Bcell,2624,20,0.0010629758
CTSG__Bcell|ENO1__Malignant,CTSG,ENO1,Bcell,Malignant,20,2624,0.0010624281
TNFSF15__Tcell|CD74__Malignant,TNFSF15,CD74,Tcell,Malignant,9,2624,0.0010618162
TGM2__Malignant|LRP5__Endothelial,TGM2,LRP5,Malignant,Endothelial,2624,62,0.0010614992
CADM1__Malignant|LAG3__Macrophage,CADM1,LAG3,Malignant,Macrophage,2624,315,0.0010610154
LTB__Tcell|FLOT1__Stroma,LTB,FLOT1,Tcell,Stroma,9,768,0.0010598865
C1QA__Macrophage|LTBR__Bcell,C1QA,LTBR,Macrophage,Bcell,315,20,0.0010591823
LTA__Malignant|CAP1__Stroma,LTA,CAP1,Malignant,Stroma,2624,768,0.0010583515
CD226__Malignant|AMFR__Stroma,CD226,AMFR,Malignant,Stroma,2624,768,0.0010578489
VWF__Endothelial|ERBB2__Macrophage,VWF,ERBB2,Endothelial,Macrophage,62,315,0.0010577522
PROS1__Endothelial|CD63__Macrophage,PROS1,CD63,Endothelial,Macrophage,62,315,0.0010577285
ZG16B__Malignant|ITGB7__Bcell,ZG16B,ITGB7,Malignant,Bcell,2624,20,0.0010573271
VIM__Macrophage|ITGAL__Bcell,VIM,ITGAL,Macrophage,Bcell,315,20,0.001057254
LAMB3__Malignant|EDNRA__Stroma,LAMB3,EDNRA,Malignant,Stroma,2624,768,0.0010560062
SIRPG__Malignant|LAMA4__Stroma,SIRPG,LAMA4,Malignant,Stroma,2624,768,0.0010552853
PTPRC__Tcell|CD163__Malignant,PTPRC,CD163,Tcell,Malignant,9,2624,0.0010552428
EFNA1__Malignant|TNFRSF25__Bcell,EFNA1,TNFRSF25,Malignant,Bcell,2624,20,0.0010545913
JAM2__Bcell|IFITM1__Malignant,JAM2,IFITM1,Bcell,Malignant,20,2624,0.0010541645
PTDSS1__Malignant|LTBR__Bcell,PTDSS1,LTBR,Malignant,Bcell,2624,20,0.0010538491
ADAM17__Malignant|ITGAL__Stroma,ADAM17,ITGAL,Malignant,Stroma,2624,768,0.0010535182
FARP2__Malignant|ITGAL__Stroma,FARP2,ITGAL,Malignant,Stroma,2624,768,0.001053124
EPHA4__Tcell|ADORA2A__Malignant,EPHA4,ADORA2A,Tcell,Malignant,9,2624,0.001052762
HBEGF__Macrophage|LDLR__Malignant,HBEGF,LDLR,Macrophage,Malignant,315,2624,0.0010525235
JAM2__Endothelial|ITGB2__Macrophage,JAM2,ITGB2,Endothelial,Macrophage,62,315,0.0010519285
LGALS9__Bcell|SDC4__Stroma,LGALS9,SDC4,Bcell,Stroma,20,768,0.001051843
LTF__Malignant|IL2RA__Macrophage,LTF,IL2RA,Malignant,Macrophage,2624,315,0.001051747
TNXB__Endothelial|IL6ST__Macrophage,TNXB,IL6ST,Endothelial,Macrophage,62,315,0.0010513919
KLRB1__Macrophage|ITGB5__Stroma,KLRB1,ITGB5,Macrophage,Stroma,315,768,0.0010510668
SELE__Endothelial|ITGB2__Stroma,SELE,ITGB2,Endothelial,Stroma,62,768,0.0010502215
CCL19__Bcell|PLXNA1__Stroma,CCL19,PLXNA1,Bcell,Stroma,20,768,0.0010501747
GZMB__Tcell|CD74__Macrophage,GZMB,CD74,Tcell,Macrophage,9,315,0.00105012
SNCA__Endothelial|ADORA2A__Malignant,SNCA,ADORA2A,Endothelial,Malignant,62,2624,0.0010496934
LRPAP1__Malignant|ITGAM__Bcell,LRPAP1,ITGAM,Malignant,Bcell,2624,20,0.0010496207
MMP7__Malignant|TGFBR2__Bcell,MMP7,TGFBR2,Malignant,Bcell,2624,20,0.0010495797
JAM3__Malignant|CD72__Macrophage,JAM3,CD72,Malignant,Macrophage,2624,315,0.0010490095
SEMA5A__Malignant|CD82__Stroma,SEMA5A,CD82,Malignant,Stroma,2624,768,0.0010487664
TNFSF15__Malignant|NOTCH2__Stroma,TNFSF15,NOTCH2,Malignant,Stroma,2624,768,0.0010486918
COL4A2__Endothelial|SDC3__Stroma,COL4A2,SDC3,Endothelial,Stroma,62,768,0.0010475275
ICAM2__Tcell|AMFR__Malignant,ICAM2,AMFR,Tcell,Malignant,9,2624,0.0010470586
WNT3__Malignant|IL27RA__Macrophage,WNT3,IL27RA,Malignant,Macrophage,2624,315,0.0010469111
WNT3__Malignant|CD72__Macrophage,WNT3,CD72,Malignant,Macrophage,2624,315,0.0010466429
VEGFA__Malignant|F11R__Bcell,VEGFA,F11R,Malignant,Bcell,2624,20,0.0010465508
KLRB1__Macrophage|MRC2__Malignant,KLRB1,MRC2,Macrophage,Malignant,315,2624,0.0010452534
CX3CL1__Endothelial|IL6ST__Stroma,CX3CL1,IL6ST,Endothelial,Stroma,62,768,0.0010447926
JAM3__Malignant|IL27RA__Macrophage,JAM3,IL27RA,Malignant,Macrophage,2624,315,0.0010447772
EFNB1__Endothelial|TYROBP__Malignant,EFNB1,TYROBP,Endothelial,Malignant,62,2624,0.0010437374
LAMA3__Malignant|SIRPA__Stroma,LAMA3,SIRPA,Malignant,Stroma,2624,768,0.0010436979
GPI__Malignant|BMPR1A__Bcell,GPI,BMPR1A,Malignant,Bcell,2624,20,0.0010432551
EDN1__Malignant|NRP2__Macrophage,EDN1,NRP2,Malignant,Macrophage,2624,315,0.0010430239
CD96__Tcell|PLXNA3__Malignant,CD96,PLXNA3,Tcell,Malignant,9,2624,0.0010417369
PDGFB__Malignant|PTPRK__Stroma,PDGFB,PTPRK,Malignant,Stroma,2624,768,0.0010410689
VWF__Endothelial|ROBO1__Stroma,VWF,ROBO1,Endothelial,Stroma,62,768,0.0010403409
HMGB1__Malignant|SDC4__Bcell,HMGB1,SDC4,Malignant,Bcell,2624,20,0.0010402848
HBEGF__Endothelial|IL13RA1__Malignant,HBEGF,IL13RA1,Endothelial,Malignant,62,2624,0.0010402519
PTPRK__Malignant|S1PR1__Macrophage,PTPRK,S1PR1,Malignant,Macrophage,2624,315,0.0010396888
COL4A2__Endothelial|EDNRA__Stroma,COL4A2,EDNRA,Endothelial,Stroma,62,768,0.0010396475
PSAP__Macrophage|SDC2__Bcell,PSAP,SDC2,Macrophage,Bcell,315,20,0.0010392816
FCER2__Bcell|PRLR__Malignant,FCER2,PRLR,Bcell,Malignant,20,2624,0.0010392724
LTB__Tcell|NOTCH3__Stroma,LTB,NOTCH3,Tcell,Stroma,9,768,0.0010389542
VWF__Endothelial|NRP2__Macrophage,VWF,NRP2,Endothelial,Macrophage,62,315,0.0010384339
PTPRC__Tcell|ENO1__Macrophage,PTPRC,ENO1,Tcell,Macrophage,9,315,0.0010376368
C1QB__Macrophage|LTBR__Bcell,C1QB,LTBR,Macrophage,Bcell,315,20,0.0010376252
JAM2__Endothelial|FLOT1__Stroma,JAM2,FLOT1,Endothelial,Stroma,62,768,0.0010371974
LYZ__Macrophage|ITGAM__Bcell,LYZ,ITGAM,Macrophage,Bcell,315,20,0.0010365713
APOE__Macrophage|EFNB1__Bcell,APOE,EFNB1,Macrophage,Bcell,315,20,0.0010357919
LAMB3__Malignant|AR__Stroma,LAMB3,AR,Malignant,Stroma,2624,768,0.0010351394
ICAM1__Endothelial|ITGB2__Macrophage,ICAM1,ITGB2,Endothelial,Macrophage,62,315,0.0010347976
ICAM1__Endothelial|NOTCH3__Stroma,ICAM1,NOTCH3,Endothelial,Stroma,62,768,0.001034623
COL4A2__Endothelial|NRP2__Stroma,COL4A2,NRP2,Endothelial,Stroma,62,768,0.0010342924
ESAM__Endothelial|NPTN__Stroma,ESAM,NPTN,Endothelial,Stroma,62,768,0.0010341346
IL15__Endothelial|TYROBP__Malignant,IL15,TYROBP,Endothelial,Malignant,62,2624,0.0010340716
JAM2__Bcell|CD55__Malignant,JAM2,CD55,Bcell,Malignant,20,2624,0.0010339137
SEMA6D__Endothelial|IL6ST__Malignant,SEMA6D,IL6ST,Endothelial,Malignant,62,2624,0.001033748
FN1__Stroma|SDC2__Bcell,FN1,SDC2,Stroma,Bcell,768,20,0.0010333237
EFNB1__Endothelial|CD47__Malignant,EFNB1,CD47,Endothelial,Malignant,62,2624,0.0010332863
GPC3__Malignant|CLEC2D__Endothelial,GPC3,CLEC2D,Malignant,Endothelial,2624,62,0.0010324859
RTN4__Malignant|MRC1__Bcell,RTN4,MRC1,Malignant,Bcell,2624,20,0.001031797
EDN1__Malignant|CADM1__Stroma,EDN1,CADM1,Malignant,Stroma,2624,768,0.0010296076
HMGB1__Malignant|CADM1__Bcell,HMGB1,CADM1,Malignant,Bcell,2624,20,0.0010274341
PTDSS1__Malignant|ITGAL__Bcell,PTDSS1,ITGAL,Malignant,Bcell,2624,20,0.0010274126
GRN__Macrophage|TGFBR1__Bcell,GRN,TGFBR1,Macrophage,Bcell,315,20,0.0010270765
TNXB__Endothelial|APLP2__Stroma,TNXB,APLP2,Endothelial,Stroma,62,768,0.0010257333
PDGFB__Malignant|ACVR2A__Stroma,PDGFB,ACVR2A,Malignant,Stroma,2624,768,0.001025699
VCAM1__Endothelial|CD151__Stroma,VCAM1,CD151,Endothelial,Stroma,62,768,0.0010248548
COL4A2__Endothelial|NRP1__Macrophage,COL4A2,NRP1,Endothelial,Macrophage,62,315,0.0010231859
LAMA3__Malignant|CD2__Stroma,LAMA3,CD2,Malignant,Stroma,2624,768,0.0010228914
TNXB__Endothelial|MRC2__Malignant,TNXB,MRC2,Endothelial,Malignant,62,2624,0.0010228552
ICAM3__Bcell|ITGB1__Stroma,ICAM3,ITGB1,Bcell,Stroma,20,768,0.0010225425
TNN__Bcell|GFRA1__Malignant,TNN,GFRA1,Bcell,Malignant,20,2624,0.0010223847
CD226__Malignant|CD47__Stroma,CD226,CD47,Malignant,Stroma,2624,768,0.0010217078
GZMB__Tcell|ERBB2__Malignant,GZMB,ERBB2,Tcell,Malignant,9,2624,0.0010216552
SEMA3E__Malignant|CDH1__Stroma,SEMA3E,CDH1,Malignant,Stroma,2624,768,0.001021534
CCL19__Bcell|CDH1__Stroma,CCL19,CDH1,Bcell,Stroma,20,768,0.0010214641
CADM1__Malignant|ITGAL__Stroma,CADM1,ITGAL,Malignant,Stroma,2624,768,0.0010213668
SEMA4D__Bcell|ITGB1__Stroma,SEMA4D,ITGB1,Bcell,Stroma,20,768,0.0010206709
VIM__Macrophage|TGFBR1__Bcell,VIM,TGFBR1,Macrophage,Bcell,315,20,0.0010206235
TFPI__Endothelial|CD63__Macrophage,TFPI,CD63,Endothelial,Macrophage,62,315,0.0010203348
LAMA3__Malignant|SIGLEC1__Stroma,LAMA3,SIGLEC1,Malignant,Stroma,2624,768,0.001020178
BMP4__Malignant|PLXNA3__Stroma,BMP4,PLXNA3,Malignant,Stroma,2624,768,0.0010196081
ANGPT2__Endothelial|ITGB5__Malignant,ANGPT2,ITGB5,Endothelial,Malignant,62,2624,0.0010195178
LAMB3__Malignant|SDC3__Stroma,LAMB3,SDC3,Malignant,Stroma,2624,768,0.0010192186
GRN__Macrophage|ITGAL__Bcell,GRN,ITGAL,Macrophage,Bcell,315,20,0.0010185713
PTN__Malignant|FZD2__Stroma,PTN,FZD2,Malignant,Stroma,2624,768,0.001018215
IL16__Bcell|CD151__Stroma,IL16,CD151,Bcell,Stroma,20,768,0.0010181678
SELPLG__Endothelial|ITGB1__Stroma,SELPLG,ITGB1,Endothelial,Stroma,62,768,0.001016931
CD96__Tcell|CD74__Stroma,CD96,CD74,Tcell,Stroma,9,768,0.0010168985
VEGFA__Malignant|ITGB7__Bcell,VEGFA,ITGB7,Malignant,Bcell,2624,20,0.001016755
LGALS9__Bcell|ITGB5__Stroma,LGALS9,ITGB5,Bcell,Stroma,20,768,0.0010163259
SEMA5A__Malignant|RGMB__Stroma,SEMA5A,RGMB,Malignant,Stroma,2624,768,0.0010160896
COL9A2__Malignant|IGF2R__Bcell,COL9A2,IGF2R,Malignant,Bcell,2624,20,0.0010160161
BMP4__Malignant|ITGA11__Stroma,BMP4,ITGA11,Malignant,Stroma,2624,768,0.0010159534
SLIT2__Bcell|PLXNB2__Malignant,SLIT2,PLXNB2,Bcell,Malignant,20,2624,0.0010155138
NID1__Bcell|ITGB5__Malignant,NID1,ITGB5,Bcell,Malignant,20,2624,0.0010155129
EFNB1__Endothelial|MAGED1__Malignant,EFNB1,MAGED1,Endothelial,Malignant,62,2624,0.0010144543
SEMA4A__Malignant|ITGA6__Macrophage,SEMA4A,ITGA6,Malignant,Macrophage,2624,315,0.0010143289
BMP4__Malignant|SCARB1__Stroma,BMP4,SCARB1,Malignant,Stroma,2624,768,0.0010143116
IL15__Endothelial|CD47__Malignant,IL15,CD47,Endothelial,Malignant,62,2624,0.001014175
VCAM1__Endothelial|PLXNA3__Malignant,VCAM1,PLXNA3,Endothelial,Malignant,62,2624,0.0010139194
JAM3__Malignant|PTPRK__Stroma,JAM3,PTPRK,Malignant,Stroma,2624,768,0.0010138333
LAMA3__Malignant|ITGB4__Stroma,LAMA3,ITGB4,Malignant,Stroma,2624,768,0.0010137438
LAMB3__Malignant|NRP2__Stroma,LAMB3,NRP2,Malignant,Stroma,2624,768,0.0010127927
ADAM9__Malignant|CD44__Bcell,ADAM9,CD44,Malignant,Bcell,2624,20,0.0010123377
SLIT2__Bcell|FLOT1__Malignant,SLIT2,FLOT1,Bcell,Malignant,20,2624,0.0010121297
COL7A1__Malignant|PTPRB__Endothelial,COL7A1,PTPRB,Malignant,Endothelial,2624,62,0.0010115926
SEMA3E__Malignant|NRP1__Stroma,SEMA3E,NRP1,Malignant,Stroma,2624,768,0.0010115601
HLA-DRA__Macrophage|ITGB4__Bcell,HLA-DRA,ITGB4,Macrophage,Bcell,315,20,0.0010114878
WNT7B__Malignant|CADM1__Stroma,WNT7B,CADM1,Malignant,Stroma,2624,768,0.0010112999
FN1__Stroma|BMPR1A__Bcell,FN1,BMPR1A,Stroma,Bcell,768,20,0.0010111303
PTN__Malignant|PLXNA1__Macrophage,PTN,PLXNA1,Malignant,Macrophage,2624,315,0.0010109366
LTA__Malignant|PLXND1__Stroma,LTA,PLXND1,Malignant,Stroma,2624,768,0.0010106196
SEMA5A__Malignant|SORT1__Stroma,SEMA5A,SORT1,Malignant,Stroma,2624,768,0.0010104284
HBEGF__Endothelial|CD81__Macrophage,HBEGF,CD81,Endothelial,Macrophage,62,315,0.0010088822
TNFSF14__Bcell|ERBB2__Malignant,TNFSF14,ERBB2,Bcell,Malignant,20,2624,0.0010088623
TNFSF14__Tcell|CD9__Malignant,TNFSF14,CD9,Tcell,Malignant,9,2624,0.0010086363
EDN1__Malignant|VANGL1__Stroma,EDN1,VANGL1,Malignant,Stroma,2624,768,0.0010082452
PTPRK__Malignant|SDC1__Macrophage,PTPRK,SDC1,Malignant,Macrophage,2624,315,0.0010078696
APP__Malignant|IGF2R__Bcell,APP,IGF2R,Malignant,Bcell,2624,20,0.0010070598
BMP4__Malignant|CD9__Endothelial,BMP4,CD9,Malignant,Endothelial,2624,62,0.0010065356
LTF__Malignant|F2RL2__Macrophage,LTF,F2RL2,Malignant,Macrophage,2624,315,0.0010063245
COL9A3__Malignant|LAMA4__Stroma,COL9A3,LAMA4,Malignant,Stroma,2624,768,0.0010062105
TGFA__Malignant|PLXNB1__Stroma,TGFA,PLXNB1,Malignant,Stroma,2624,768,0.001004312
PTPRK__Malignant|ITGAL__Stroma,PTPRK,ITGAL,Malignant,Stroma,2624,768,0.0010041877
CXCL14__Malignant|ROR2__Bcell,CXCL14,ROR2,Malignant,Bcell,2624,20,0.0010031743
PTN__Malignant|AR__Stroma,PTN,AR,Malignant,Stroma,2624,768,0.0010021287
F13A1__Bcell|FLOT1__Malignant,F13A1,FLOT1,Bcell,Malignant,20,2624,0.0010020378
SPN__Malignant|NRP2__Macrophage,SPN,NRP2,Malignant,Macrophage,2624,315,0.0010019515
COL4A5__Malignant|ROR2__Stroma,COL4A5,ROR2,Malignant,Stroma,2624,768,0.0010017377
SPN__Malignant|PVR__Stroma,SPN,PVR,Malignant,Stroma,2624,768,0.0010015767
CD59__Malignant|PVR__Bcell,CD59,PVR,Malignant,Bcell,2624,20,0.0010015334
COL4A5__Malignant|PVR__Stroma,COL4A5,PVR,Malignant,Stroma,2624,768,0.0010007439
PSEN1__Malignant|LRP5__Endothelial,PSEN1,LRP5,Malignant,Endothelial,2624,62,0.0010007021
SPN__Malignant|S1PR2__Stroma,SPN,S1PR2,Malignant,Stroma,2624,768,0.0010002321
SERTAD1__Malignant|PTPRM__Endothelial,SERTAD1,PTPRM,Malignant,Endothelial,2624,62,0.0009995581
PTN__Malignant|TNFRSF6B__Stroma,PTN,TNFRSF6B,Malignant,Stroma,2624,768,0.0009995167
PDGFB__Malignant|IL27RA__Macrophage,PDGFB,IL27RA,Malignant,Macrophage,2624,315,0.0009994707
EDN1__Malignant|SDC2__Macrophage,EDN1,SDC2,Malignant,Macrophage,2624,315,0.0009986789
IL15__Endothelial|MAGED1__Malignant,IL15,MAGED1,Endothelial,Malignant,62,2624,0.0009982043
HSPG2__Endothelial|PVR__Stroma,HSPG2,PVR,Endothelial,Stroma,62,768,0.0009977366
ESAM__Endothelial|ITGA5__Stroma,ESAM,ITGA5,Endothelial,Stroma,62,768,0.000997086
SEMA4A__Malignant|CAV1__Endothelial,SEMA4A,CAV1,Malignant,Endothelial,2624,62,0.0009968544
COPA__Malignant|ITGA6__Bcell,COPA,ITGA6,Malignant,Bcell,2624,20,0.0009963622
CADM1__Malignant|TNFRSF6B__Macrophage,CADM1,TNFRSF6B,Malignant,Macrophage,2624,315,0.0009956226
DAG1__Malignant|ITGA6__Bcell,DAG1,ITGA6,Malignant,Bcell,2624,20,0.0009932634
LTBP1__Stroma|ITGA5__Macrophage,LTBP1,ITGA5,Stroma,Macrophage,768,315,0.0009932404
SELPLG__Bcell|IL13RA1__Malignant,SELPLG,IL13RA1,Bcell,Malignant,20,2624,0.0009927397
SFRP1__Malignant|LAMA4__Stroma,SFRP1,LAMA4,Malignant,Stroma,2624,768,0.0009923145
CCL19__Bcell|CAV1__Stroma,CCL19,CAV1,Bcell,Stroma,20,768,0.0009921897
MMP7__Malignant|CDH1__Endothelial,MMP7,CDH1,Malignant,Endothelial,2624,62,0.0009921619
EDN1__Malignant|ERBB2__Macrophage,EDN1,ERBB2,Malignant,Macrophage,2624,315,0.0009920197
ADAM17__Malignant|TNFRSF6B__Macrophage,ADAM17,TNFRSF6B,Malignant,Macrophage,2624,315,0.0009917008
LTF__Malignant|SDC1__Bcell,LTF,SDC1,Malignant,Bcell,2624,20,0.0009915115
EDN1__Malignant|SIRPA__Stroma,EDN1,SIRPA,Malignant,Stroma,2624,768,0.000991385
LAMA2__Bcell|IFITM1__Malignant,LAMA2,IFITM1,Bcell,Malignant,20,2624,0.0009909221
HLA-DRB1__Malignant|CD4__Bcell,HLA-DRB1,CD4,Malignant,Bcell,2624,20,0.0009908217
SNCA__Endothelial|ITGB5__Malignant,SNCA,ITGB5,Endothelial,Malignant,62,2624,0.0009902082
PDGFB__Malignant|CD72__Macrophage,PDGFB,CD72,Malignant,Macrophage,2624,315,0.0009900816
F13A1__Bcell|PLXNB2__Malignant,F13A1,PLXNB2,Bcell,Malignant,20,2624,0.0009900313
LTA__Malignant|GLG1__Stroma,LTA,GLG1,Malignant,Stroma,2624,768,0.000989907
RTN4__Malignant|TRAF3__Bcell,RTN4,TRAF3,Malignant,Bcell,2624,20,0.0009897915
SLIT2__Bcell|IFITM1__Malignant,SLIT2,IFITM1,Bcell,Malignant,20,2624,0.0009897576
TNXB__Endothelial|CD163__Malignant,TNXB,CD163,Endothelial,Malignant,62,2624,0.0009896948
IGFBP4__Malignant|PVR__Bcell,IGFBP4,PVR,Malignant,Bcell,2624,20,0.0009892789
COL4A2__Endothelial|CD82__Stroma,COL4A2,CD82,Endothelial,Stroma,62,768,0.0009891855
TFPI__Endothelial|IL6ST__Stroma,TFPI,IL6ST,Endothelial,Stroma,62,768,0.0009887452
ROBO1__Malignant|CCR5__Macrophage,ROBO1,CCR5,Malignant,Macrophage,2624,315,0.0009883201
ANXA2__Macrophage|PTPRM__Endothelial,ANXA2,PTPRM,Macrophage,Endothelial,315,62,0.0009881424
LTBP1__Stroma|CD9__Endothelial,LTBP1,CD9,Stroma,Endothelial,768,62,0.0009876471
LTF__Malignant|PTPRB__Endothelial,LTF,PTPRB,Malignant,Endothelial,2624,62,0.0009867883
CD14__Bcell|ITGB1__Stroma,CD14,ITGB1,Bcell,Stroma,20,768,0.0009867843
SORBS1__Malignant|CCR5__Macrophage,SORBS1,CCR5,Malignant,Macrophage,2624,315,0.0009863166
SERTAD1__Malignant|CD44__Bcell,SERTAD1,CD44,Malignant,Bcell,2624,20,0.0009862665
TNFSF14__Bcell|ENO1__Malignant,TNFSF14,ENO1,Bcell,Malignant,20,2624,0.0009854583
ICAM2__Bcell|TYROBP__Malignant,ICAM2,TYROBP,Bcell,Malignant,20,2624,0.0009851644
SEMA3C__Malignant|ITGAL__Bcell,SEMA3C,ITGAL,Malignant,Bcell,2624,20,0.000984822
CD226__Malignant|NOTCH2__Stroma,CD226,NOTCH2,Malignant,Stroma,2624,768,0.0009836012
CALM1__Malignant|BMPR1A__Bcell,CALM1,BMPR1A,Malignant,Bcell,2624,20,0.0009829482
JAM3__Malignant|ACVR2A__Stroma,JAM3,ACVR2A,Malignant,Stroma,2624,768,0.0009826043
BST2__Malignant|ROR2__Bcell,BST2,ROR2,Malignant,Bcell,2624,20,0.0009825267
FN1__Stroma|FAS__Bcell,FN1,FAS,Stroma,Bcell,768,20,0.0009824384
HSPG2__Endothelial|SIGLEC1__Stroma,HSPG2,SIGLEC1,Endothelial,Stroma,62,768,0.000982345
HSPG2__Endothelial|S1PR2__Stroma,HSPG2,S1PR2,Endothelial,Stroma,62,768,0.0009811539
WNT7B__Malignant|NRP2__Macrophage,WNT7B,NRP2,Malignant,Macrophage,2624,315,0.0009809674
ICAM3__Endothelial|CD9__Macrophage,ICAM3,CD9,Endothelial,Macrophage,62,315,0.0009808716
CDH1__Malignant|ACVRL1__Bcell,CDH1,ACVRL1,Malignant,Bcell,2624,20,0.000980808
PTPRK__Malignant|LAG3__Macrophage,PTPRK,LAG3,Malignant,Macrophage,2624,315,0.0009807065
ADAM15__Malignant|BMPR1A__Bcell,ADAM15,BMPR1A,Malignant,Bcell,2624,20,0.0009805647
ADAM17__Bcell|ITGB5__Malignant,ADAM17,ITGB5,Bcell,Malignant,20,2624,0.0009802724
