pair,ligand_gene,receptor_gene,sender_cluster,receiver_cluster,n_sender,n_receiver,mean_score
PLAT__Malignant|PTPRB__Endothelial,PLAT,PTPRB,Malignant,Endothelial,2624,62,0.0011903485
CADM1__Malignant|S1PR1__Macrophage,CADM1,S1PR1,Malignant,Macrophage,2624,315,0.0011899066
ESAM__Endothelial|ITGB2__Stroma,ESAM,ITGB2,Endothelial,Stroma,62,768,0.0011895498
CGA__Malignant|IGF2R__Bcell,CGA,IGF2R,Malignant,Bcell,2624,20,0.0011893584
CDH1__Malignant|EFNB1__Bcell,CDH1,EFNB1,Malignant,Bcell,2624,20,0.0011890103
SLIT2__Bcell|SDC1__Malignant,SLIT2,SDC1,Bcell,Malignant,20,2624,0.0011877007
CALR__Malignant|ROR2__Bcell,CALR,ROR2,Malignant,Bcell,2624,20,0.0011875462
KLRB1__Macrophage|SDC1__Stroma,KLRB1,SDC1,Macrophage,Stroma,315,768,0.0011871009
DAG1__Malignant|MRC1__Bcell,DAG1,MRC1,Malignant,Bcell,2624,20,0.0011860372
WNT5A__Malignant|AMFR__Stroma,WNT5A,AMFR,Malignant,Stroma,2624,768,0.0011857607
ICAM2__Endothelial|ENO1__Macrophage,ICAM2,ENO1,Endothelial,Macrophage,62,315,0.0011855442
HLA-DMA__Macrophage|PTPRB__Endothelial,HLA-DMA,PTPRB,Macrophage,Endothelial,315,62,0.0011847068
AZGP1__Malignant|ACVRL1__Bcell,AZGP1,ACVRL1,Malignant,Bcell,2624,20,0.0011842333
JAG2__Malignant|CD44__Bcell,JAG2,CD44,Malignant,Bcell,2624,20,0.0011835103
CD44__Malignant|LTBR__Bcell,CD44,LTBR,Malignant,Bcell,2624,20,0.0011834413
LTF__Malignant|TNFRSF6B__Endothelial,LTF,TNFRSF6B,Malignant,Endothelial,2624,62,0.0011833209
LAMB3__Malignant|TNFRSF6B__Stroma,LAMB3,TNFRSF6B,Malignant,Stroma,2624,768,0.0011831966
DUSP18__Endothelial|ERBB2__Malignant,DUSP18,ERBB2,Endothelial,Malignant,62,2624,0.0011828683
THBS1__Stroma|ITGB2__Bcell,THBS1,ITGB2,Stroma,Bcell,768,20,0.001182623
ICAM3__Malignant|IL2RA__Macrophage,ICAM3,IL2RA,Malignant,Macrophage,2624,315,0.0011824715
GPI__Malignant|SDC2__Bcell,GPI,SDC2,Malignant,Bcell,2624,20,0.0011822772
GPC3__Malignant|ITGB1__Bcell,GPC3,ITGB1,Malignant,Bcell,2624,20,0.0011808856
ESAM__Endothelial|ITGAV__Stroma,ESAM,ITGAV,Endothelial,Stroma,62,768,0.0011795396
COL9A3__Malignant|NCSTN__Stroma,COL9A3,NCSTN,Malignant,Stroma,2624,768,0.0011788218
ADAM17__Malignant|S1PR1__Macrophage,ADAM17,S1PR1,Malignant,Macrophage,2624,315,0.0011780874
TNFSF15__Bcell|CD9__Malignant,TNFSF15,CD9,Bcell,Malignant,20,2624,0.0011780555
THBS1__Stroma|CD44__Bcell,THBS1,CD44,Stroma,Bcell,768,20,0.0011776085
ECM1__Malignant|PTPRM__Endothelial,ECM1,PTPRM,Malignant,Endothelial,2624,62,0.001177566
ROBO1__Malignant|RGMB__Stroma,ROBO1,RGMB,Malignant,Stroma,2624,768,0.0011759135
LGALS9__Bcell|CD9__Macrophage,LGALS9,CD9,Bcell,Macrophage,20,315,0.0011747393
ROBO1__Malignant|SORT1__Stroma,ROBO1,SORT1,Malignant,Stroma,2624,768,0.001174366
SEMA4A__Malignant|LAG3__Macrophage,SEMA4A,LAG3,Malignant,Macrophage,2624,315,0.00117428
ADAM15__Malignant|SDC2__Bcell,ADAM15,SDC2,Malignant,Bcell,2624,20,0.001174256
SEMA6D__Endothelial|CD9__Malignant,SEMA6D,CD9,Endothelial,Malignant,62,2624,0.0011742361
SELPLG__Macrophage|SCARB1__Stroma,SELPLG,SCARB1,Macrophage,Stroma,315,768,0.0011739779
SEMA3E__Malignant|IL2RG__Macrophage,SEMA3E,IL2RG,Malignant,Macrophage,2624,315,0.0011736988
BST2__Malignant|ACVRL1__Bcell,BST2,ACVRL1,Malignant,Bcell,2624,20,0.0011727584
COL9A3__Malignant|AMFR__Stroma,COL9A3,AMFR,Malignant,Stroma,2624,768,0.0011727175
LTA__Malignant|LAMP2__Stroma,LTA,LAMP2,Malignant,Stroma,2624,768,0.0011721675
IL16__Tcell|CD81__Macrophage,IL16,CD81,Tcell,Macrophage,9,315,0.0011716442
LAMA5__Malignant|TFRC__Bcell,LAMA5,TFRC,Malignant,Bcell,2624,20,0.001171636
CADM1__Malignant|SDC1__Macrophage,CADM1,SDC1,Malignant,Macrophage,2624,315,0.0011716152
HLA-DRB1__Malignant|EFNB1__Bcell,HLA-DRB1,EFNB1,Malignant,Bcell,2624,20,0.0011704422
EDN1__Malignant|CCR5__Macrophage,EDN1,CCR5,Malignant,Macrophage,2624,315,0.0011698956
PDGFB__Malignant|ROBO1__Stroma,PDGFB,ROBO1,Malignant,Stroma,2624,768,0.0011696452
ICAM2__Endothelial|PLXNB2__Stroma,ICAM2,PLXNB2,Endothelial,Stroma,62,768,0.0011695647
CD59__Malignant|FAS__Bcell,CD59,FAS,Malignant,Bcell,2624,20,0.0011680769
FCER2__Bcell|AMFR__Malignant,FCER2,AMFR,Bcell,Malignant,20,2624,0.0011676433
SELPLG__Tcell|CD74__Bcell,SELPLG,CD74,Tcell,Bcell,9,20,0.0011673736
PTPRC__Tcell|CD9__Macrophage,PTPRC,CD9,Tcell,Macrophage,9,315,0.0011671191
PIP__Malignant|ITGB2__Bcell,PIP,ITGB2,Malignant,Bcell,2624,20,0.0011666284
JAM3__Malignant|S1PR1__Stroma,JAM3,S1PR1,Malignant,Stroma,2624,768,0.0011660792
CD9__Malignant|TNFRSF25__Bcell,CD9,TNFRSF25,Malignant,Bcell,2624,20,0.0011657062
PLAT__Malignant|IL2RA__Macrophage,PLAT,IL2RA,Malignant,Macrophage,2624,315,0.0011655944
ITGB2__Macrophage|PTPRB__Endothelial,ITGB2,PTPRB,Macrophage,Endothelial,315,62,0.0011655717
COPA__Malignant|MRC1__Bcell,COPA,MRC1,Malignant,Bcell,2624,20,0.0011647858
PDGFB__Malignant|S1PR1__Stroma,PDGFB,S1PR1,Malignant,Stroma,2624,768,0.001164614
LTB__Tcell|FPR3__Malignant,LTB,FPR3,Tcell,Malignant,9,2624,0.0011636971
PTDSS1__Malignant|LRP5__Endothelial,PTDSS1,LRP5,Malignant,Endothelial,2624,62,0.0011634901
TGFA__Malignant|AXL__Macrophage,TGFA,AXL,Malignant,Macrophage,2624,315,0.001163429
YBX1__Malignant|CD40__Bcell,YBX1,CD40,Malignant,Bcell,2624,20,0.0011629697
LAMA5__Malignant|CD40__Bcell,LAMA5,CD40,Malignant,Bcell,2624,20,0.0011620885
CTSG__Bcell|ERBB2__Malignant,CTSG,ERBB2,Bcell,Malignant,20,2624,0.0011616364
SELPLG__Tcell|CD44__Malignant,SELPLG,CD44,Tcell,Malignant,9,2624,0.0011608119
BST2__Malignant|CD4__Bcell,BST2,CD4,Malignant,Bcell,2624,20,0.0011608022
COL4A5__Malignant|HAVCR2__Macrophage,COL4A5,HAVCR2,Malignant,Macrophage,2624,315,0.0011604235
TGM2__Malignant|TGFBR1__Bcell,TGM2,TGFBR1,Malignant,Bcell,2624,20,0.0011599615
FARP2__Malignant|S1PR1__Macrophage,FARP2,S1PR1,Malignant,Macrophage,2624,315,0.0011599198
PDGFB__Endothelial|CD63__Macrophage,PDGFB,CD63,Endothelial,Macrophage,62,315,0.001159509
DUSP18__Endothelial|ENO1__Malignant,DUSP18,ENO1,Endothelial,Malignant,62,2624,0.0011592478
DAG1__Malignant|TRAF3__Bcell,DAG1,TRAF3,Malignant,Bcell,2624,20,0.0011589216
ICAM2__Endothelial|LDLR__Malignant,ICAM2,LDLR,Endothelial,Malignant,62,2624,0.0011584668
LAMB3__Malignant|CD9__Endothelial,LAMB3,CD9,Malignant,Endothelial,2624,62,0.0011584355
EDN1__Malignant|PVR__Stroma,EDN1,PVR,Malignant,Stroma,2624,768,0.0011583902
SELPLG__Macrophage|PLXNA3__Stroma,SELPLG,PLXNA3,Macrophage,Stroma,315,768,0.0011580858
WNT3__Malignant|S1PR1__Stroma,WNT3,S1PR1,Malignant,Stroma,2624,768,0.0011571039
SELE__Endothelial|ITGB1__Macrophage,SELE,ITGB1,Endothelial,Macrophage,62,315,0.0011566109
SELPLG__Macrophage|CD9__Endothelial,SELPLG,CD9,Macrophage,Endothelial,315,62,0.0011555506
HBEGF__Macrophage|CD151__Stroma,HBEGF,CD151,Macrophage,Stroma,315,768,0.0011546748
COPA__Malignant|TRAF3__Bcell,COPA,TRAF3,Malignant,Bcell,2624,20,0.0011541733
SFRP1__Malignant|CD47__Stroma,SFRP1,CD47,Malignant,Stroma,2624,768,0.0011539764
EPHA4__Tcell|FLOT1__Malignant,EPHA4,FLOT1,Tcell,Malignant,9,2624,0.0011537332
ADAM17__Malignant|SDC1__Macrophage,ADAM17,SDC1,Malignant,Macrophage,2624,315,0.0011532907
COL9A3__Malignant|CD47__Stroma,COL9A3,CD47,Malignant,Stroma,2624,768,0.0011525288
GDF11__Malignant|CD82__Stroma,GDF11,CD82,Malignant,Stroma,2624,768,0.0011519573
SEMA3C__Malignant|LRP5__Endothelial,SEMA3C,LRP5,Malignant,Endothelial,2624,62,0.0011518146
ADAM15__Malignant|ITGA6__Bcell,ADAM15,ITGA6,Malignant,Bcell,2624,20,0.0011512877
PSEN1__Malignant|TGFBR2__Bcell,PSEN1,TGFBR2,Malignant,Bcell,2624,20,0.0011503424
SEMA4D__Bcell|LDLR__Malignant,SEMA4D,LDLR,Bcell,Malignant,20,2624,0.0011500529
PROS1__Endothelial|IL6ST__Stroma,PROS1,IL6ST,Endothelial,Stroma,62,768,0.0011493192
CXCL10__Macrophage|LRP5__Stroma,CXCL10,LRP5,Macrophage,Stroma,315,768,0.0011491231
PTN__Malignant|ITGA11__Stroma,PTN,ITGA11,Malignant,Stroma,2624,768,0.0011487021
PTN__Malignant|NRP1__Macrophage,PTN,NRP1,Malignant,Macrophage,2624,315,0.001148282
LTF__Malignant|ITGA6__Macrophage,LTF,ITGA6,Malignant,Macrophage,2624,315,0.0011475404
ICAM3__Endothelial|TYROBP__Macrophage,ICAM3,TYROBP,Endothelial,Macrophage,62,315,0.0011473615
PIP__Malignant|ITGB1__Bcell,PIP,ITGB1,Malignant,Bcell,2624,20,0.0011469922
SELPLG__Macrophage|F2RL2__Stroma,SELPLG,F2RL2,Macrophage,Stroma,315,768,0.0011468517
THBS3__Malignant|CDH1__Endothelial,THBS3,CDH1,Malignant,Endothelial,2624,62,0.0011458002
C1QA__Macrophage|TGFBR1__Bcell,C1QA,TGFBR1,Macrophage,Bcell,315,20,0.0011452739
LAMB2__Malignant|ITGB4__Bcell,LAMB2,ITGB4,Malignant,Bcell,2624,20,0.0011452143
HLA-DRA__Macrophage|ITGA6__Bcell,HLA-DRA,ITGA6,Macrophage,Bcell,315,20,0.0011443265
SIRPG__Malignant|IL2RG__Macrophage,SIRPG,IL2RG,Malignant,Macrophage,2624,315,0.0011439271
EFNB1__Endothelial|CD74__Stroma,EFNB1,CD74,Endothelial,Stroma,62,768,0.0011428719
SEMA3E__Malignant|APP__Macrophage,SEMA3E,APP,Malignant,Macrophage,2624,315,0.0011426974
ALCAM__Malignant|ITGAM__Bcell,ALCAM,ITGAM,Malignant,Bcell,2624,20,0.0011425838
CD59__Malignant|SDC4__Bcell,CD59,SDC4,Malignant,Bcell,2624,20,0.0011425614
LRPAP1__Malignant|CD40__Bcell,LRPAP1,CD40,Malignant,Bcell,2624,20,0.0011419895
PTN__Malignant|PLXNA3__Stroma,PTN,PLXNA3,Malignant,Stroma,2624,768,0.0011412683
COL4A5__Malignant|ITGAM__Macrophage,COL4A5,ITGAM,Malignant,Macrophage,2624,315,0.0011410424
VWF__Endothelial|NOTCH1__Stroma,VWF,NOTCH1,Endothelial,Stroma,62,768,0.0011400062
SEMA4A__Malignant|CXCR4__Stroma,SEMA4A,CXCR4,Malignant,Stroma,2624,768,0.0011386048
ESAM__Endothelial|ITGB1__Macrophage,ESAM,ITGB1,Endothelial,Macrophage,62,315,0.0011379468
TNFSF15__Malignant|AMFR__Stroma,TNFSF15,AMFR,Malignant,Stroma,2624,768,0.0011374706
CD59__Malignant|ACVR1B__Bcell,CD59,ACVR1B,Malignant,Bcell,2624,20,0.001136949
JAM2__Tcell|BAMBI__Malignant,JAM2,BAMBI,Tcell,Malignant,9,2624,0.0011366757
TFPI__Endothelial|CD81__Macrophage,TFPI,CD81,Endothelial,Macrophage,62,315,0.0011358771
KLRB1__Macrophage|PLXNB2__Stroma,KLRB1,PLXNB2,Macrophage,Stroma,315,768,0.0011354677
COL4A2__Endothelial|FZD2__Stroma,COL4A2,FZD2,Endothelial,Stroma,62,768,0.0011348476
IL6__Endothelial|ENO1__Malignant,IL6,ENO1,Endothelial,Malignant,62,2624,0.0011345804
TNFSF15__Malignant|NCSTN__Stroma,TNFSF15,NCSTN,Malignant,Stroma,2624,768,0.0011344455
APOE__Macrophage|CD4__Bcell,APOE,CD4,Macrophage,Bcell,315,20,0.0011341228
LAMA3__Malignant|CADM1__Stroma,LAMA3,CADM1,Malignant,Stroma,2624,768,0.001133849
CCL5__Malignant|TGFBR2__Bcell,CCL5,TGFBR2,Malignant,Bcell,2624,20,0.0011332813
CTSG__Bcell|CD151__Malignant,CTSG,CD151,Bcell,Malignant,20,2624,0.0011331688
F13A1__Bcell|SDC1__Malignant,F13A1,SDC1,Bcell,Malignant,20,2624,0.0011330871
ICAM3__Malignant|TNFRSF6B__Endothelial,ICAM3,TNFRSF6B,Malignant,Endothelial,2624,62,0.0011329118
CXCL10__Macrophage|PTPRK__Stroma,CXCL10,PTPRK,Macrophage,Stroma,315,768,0.0011317577
PROS1__Endothelial|CD81__Macrophage,PROS1,CD81,Endothelial,Macrophage,62,315,0.0011312466
PTN__Malignant|SCARB1__Stroma,PTN,SCARB1,Malignant,Stroma,2624,768,0.001131007
EDN1__Malignant|ROR2__Stroma,EDN1,ROR2,Malignant,Stroma,2624,768,0.0011306589
CD47__Malignant|ITGB7__Bcell,CD47,ITGB7,Malignant,Bcell,2624,20,0.0011306047
SPN__Malignant|CCR5__Macrophage,SPN,CCR5,Malignant,Macrophage,2624,315,0.0011305971
EDN1__Malignant|S1PR2__Stroma,EDN1,S1PR2,Malignant,Stroma,2624,768,0.0011303624
NPNT__Malignant|CDH1__Endothelial,NPNT,CDH1,Malignant,Endothelial,2624,62,0.0011293956
COL7A1__Malignant|F2RL2__Macrophage,COL7A1,F2RL2,Malignant,Macrophage,2624,315,0.0011288136
SEMA5A__Malignant|SDC3__Stroma,SEMA5A,SDC3,Malignant,Stroma,2624,768,0.0011287745
LGALS9__Endothelial|ITGB1__Macrophage,LGALS9,ITGB1,Endothelial,Macrophage,62,315,0.0011279524
SELPLG__Macrophage|ITGA11__Stroma,SELPLG,ITGA11,Macrophage,Stroma,315,768,0.001127585
SEMA6D__Endothelial|CD74__Macrophage,SEMA6D,CD74,Endothelial,Macrophage,62,315,0.0011271685
AZGP1__Malignant|ROR2__Bcell,AZGP1,ROR2,Malignant,Bcell,2624,20,0.001126173
CD226__Malignant|PTPRA__Stroma,CD226,PTPRA,Malignant,Stroma,2624,768,0.0011260592
CDH1__Malignant|PVR__Bcell,CDH1,PVR,Malignant,Bcell,2624,20,0.0011254199
COL7A1__Malignant|IL2RA__Macrophage,COL7A1,IL2RA,Malignant,Macrophage,2624,315,0.00112495
CD59__Malignant|ENG__Bcell,CD59,ENG,Malignant,Bcell,2624,20,0.0011247317
FARP2__Malignant|CXCR4__Stroma,FARP2,CXCR4,Malignant,Stroma,2624,768,0.0011234961
WNT3__Malignant|ROBO1__Stroma,WNT3,ROBO1,Malignant,Stroma,2624,768,0.001122712
SEMA5A__Malignant|FZD1__Stroma,SEMA5A,FZD1,Malignant,Stroma,2624,768,0.0011224829
C1QA__Macrophage|ITGAL__Bcell,C1QA,ITGAL,Macrophage,Bcell,315,20,0.0011220345
SFRP1__Malignant|NOTCH2__Stroma,SFRP1,NOTCH2,Malignant,Stroma,2624,768,0.0011219434
LGALS9__Bcell|SDC1__Stroma,LGALS9,SDC1,Bcell,Stroma,20,768,0.0011219113
ICAM3__Endothelial|PLXNA3__Malignant,ICAM3,PLXNA3,Endothelial,Malignant,62,2624,0.0011214424
CD226__Malignant|ITGA5__Stroma,CD226,ITGA5,Malignant,Stroma,2624,768,0.0011212827
LGALS9__Bcell|ENO1__Macrophage,LGALS9,ENO1,Bcell,Macrophage,20,315,0.0011211281
LAMA3__Malignant|NRP2__Macrophage,LAMA3,NRP2,Malignant,Macrophage,2624,315,0.0011200006
CD44__Malignant|ITGB7__Bcell,CD44,ITGB7,Malignant,Bcell,2624,20,0.0011199376
PTN__Malignant|CD9__Endothelial,PTN,CD9,Malignant,Endothelial,2624,62,0.0011199085
CD226__Tcell|SDC1__Malignant,CD226,SDC1,Tcell,Malignant,9,2624,0.0011198277
VCAM1__Bcell|CD74__Stroma,VCAM1,CD74,Bcell,Stroma,20,768,0.0011198173
THBS1__Stroma|ITGB1__Bcell,THBS1,ITGB1,Stroma,Bcell,768,20,0.0011196015
CD226__Malignant|HLA-F__Stroma,CD226,HLA-F,Malignant,Stroma,2624,768,0.0011192249
LAMB3__Malignant|FZD2__Stroma,LAMB3,FZD2,Malignant,Stroma,2624,768,0.0011191317
JAM3__Malignant|ROBO1__Stroma,JAM3,ROBO1,Malignant,Stroma,2624,768,0.0011189164
C1QB__Macrophage|TGFBR1__Bcell,C1QB,TGFBR1,Macrophage,Bcell,315,20,0.0011185937
SEMA3E__Malignant|LAMA4__Stroma,SEMA3E,LAMA4,Malignant,Stroma,2624,768,0.0011185728
PDGFB__Malignant|LRP5__Stroma,PDGFB,LRP5,Malignant,Stroma,2624,768,0.0011180735
WNT7B__Malignant|CCR5__Macrophage,WNT7B,CCR5,Malignant,Macrophage,2624,315,0.0011180134
CD59__Malignant|CADM1__Bcell,CD59,CADM1,Malignant,Bcell,2624,20,0.0011173988
CD47__Malignant|F11R__Bcell,CD47,F11R,Malignant,Bcell,2624,20,0.0011161077
WNT5A__Malignant|NOTCH2__Stroma,WNT5A,NOTCH2,Malignant,Stroma,2624,768,0.0011160221
HLA-DMA__Macrophage|SDC1__Bcell,HLA-DMA,SDC1,Macrophage,Bcell,315,20,0.001115333
LTB__Tcell|ITGB2__Macrophage,LTB,ITGB2,Tcell,Macrophage,9,315,0.0011150509
FARP2__Malignant|SDC1__Macrophage,FARP2,SDC1,Malignant,Macrophage,2624,315,0.0011143876
LGALS9__Bcell|PLXNB2__Stroma,LGALS9,PLXNB2,Bcell,Stroma,20,768,0.0011136726
COL4A2__Endothelial|ITGAV__Macrophage,COL4A2,ITGAV,Endothelial,Macrophage,62,315,0.0011130879
EFNB1__Endothelial|CD81__Stroma,EFNB1,CD81,Endothelial,Stroma,62,768,0.0011122032
ADAM17__Malignant|CXCR4__Stroma,ADAM17,CXCR4,Malignant,Stroma,2624,768,0.0011117065
SEMA5A__Malignant|ITGAM__Macrophage,SEMA5A,ITGAM,Malignant,Macrophage,2624,315,0.0011113654
SEMA5A__Malignant|HAVCR2__Macrophage,SEMA5A,HAVCR2,Malignant,Macrophage,2624,315,0.0011109131
LTBP3__Malignant|F11R__Bcell,LTBP3,F11R,Malignant,Bcell,2624,20,0.0011108678
IL15__Endothelial|CD44__Malignant,IL15,CD44,Endothelial,Malignant,62,2624,0.0011106858
CTSG__Malignant|ITGB2__Stroma,CTSG,ITGB2,Malignant,Stroma,2624,768,0.0011106071
ZG16B__Malignant|F11R__Bcell,ZG16B,F11R,Malignant,Bcell,2624,20,0.0011101787
TNFSF15__Malignant|CD47__Stroma,TNFSF15,CD47,Malignant,Stroma,2624,768,0.0011096804
NPNT__Malignant|TGFBR2__Bcell,NPNT,TGFBR2,Malignant,Bcell,2624,20,0.0011095206
GDF11__Malignant|RGMB__Stroma,GDF11,RGMB,Malignant,Stroma,2624,768,0.0011092729
IL6__Endothelial|ERBB2__Malignant,IL6,ERBB2,Endothelial,Malignant,62,2624,0.0011090935
VWF__Endothelial|LRP5__Stroma,VWF,LRP5,Endothelial,Stroma,62,768,0.0011076437
GDF11__Malignant|SORT1__Stroma,GDF11,SORT1,Malignant,Stroma,2624,768,0.0011075379
IGFBP4__Malignant|CD4__Bcell,IGFBP4,CD4,Malignant,Bcell,2624,20,0.0011073379
SELPLG__Endothelial|CD151__Stroma,SELPLG,CD151,Endothelial,Stroma,62,768,0.001106473
KLRB1__Macrophage|SDC4__Stroma,KLRB1,SDC4,Macrophage,Stroma,315,768,0.0011061282
SEMA5A__Malignant|AR__Stroma,SEMA5A,AR,Malignant,Stroma,2624,768,0.0011055614
SEMA5A__Malignant|NRP2__Stroma,SEMA5A,NRP2,Malignant,Stroma,2624,768,0.0011052444
CXCL10__Macrophage|ACVR2A__Stroma,CXCL10,ACVR2A,Macrophage,Stroma,315,768,0.0011047748
EBI3__Bcell|CD151__Malignant,EBI3,CD151,Bcell,Malignant,20,2624,0.0011047741
WNT7B__Malignant|PVR__Stroma,WNT7B,PVR,Malignant,Stroma,2624,768,0.0011043838
VCAM1__Tcell|ATP6AP2__Malignant,VCAM1,ATP6AP2,Tcell,Malignant,9,2624,0.0011041764
SEMA5A__Malignant|EDNRA__Stroma,SEMA5A,EDNRA,Malignant,Stroma,2624,768,0.0011041095
IGF1__Bcell|SDC1__Malignant,IGF1,SDC1,Bcell,Malignant,20,2624,0.0011037616
TGFA__Malignant|ITGA1__Stroma,TGFA,ITGA1,Malignant,Stroma,2624,768,0.0011037529
JAG2__Malignant|ITGB2__Bcell,JAG2,ITGB2,Malignant,Bcell,2624,20,0.0011036528
SIRPG__Malignant|APP__Macrophage,SIRPG,APP,Malignant,Macrophage,2624,315,0.001103608
ICAM2__Endothelial|SDC1__Stroma,ICAM2,SDC1,Endothelial,Stroma,62,768,0.0011033143
CD44__Malignant|F11R__Bcell,CD44,F11R,Malignant,Bcell,2624,20,0.0011029061
SELPLG__Macrophage|TNFRSF6B__Stroma,SELPLG,TNFRSF6B,Macrophage,Stroma,315,768,0.0011028287
JAG2__Malignant|PTPRM__Endothelial,JAG2,PTPRM,Malignant,Endothelial,2624,62,0.0011025724
LAMB3__Malignant|NRP1__Macrophage,LAMB3,NRP1,Malignant,Macrophage,2624,315,0.0011024519
TGFA__Malignant|ITGA5__Macrophage,TGFA,ITGA5,Malignant,Macrophage,2624,315,0.0011013021
GZMB__Tcell|CD151__Malignant,GZMB,CD151,Tcell,Malignant,9,2624,0.0011008928
LAMA2__Tcell|CD74__Malignant,LAMA2,CD74,Tcell,Malignant,9,2624,0.001099824
LTBP3__Malignant|ITGB7__Bcell,LTBP3,ITGB7,Malignant,Bcell,2624,20,0.0010995822
CGA__Malignant|TRAF3__Bcell,CGA,TRAF3,Malignant,Bcell,2624,20,0.0010992966
CD14__Bcell|LDLR__Malignant,CD14,LDLR,Bcell,Malignant,20,2624,0.0010991897
ADAM12__Tcell|AMFR__Malignant,ADAM12,AMFR,Tcell,Malignant,9,2624,0.0010988
F11R__Malignant|F11R__Bcell,F11R,F11R,Malignant,Bcell,2624,20,0.0010986619
CFH__Tcell|AMFR__Malignant,CFH,AMFR,Tcell,Malignant,9,2624,0.0010984803
LAMA2__Bcell|FLOT1__Malignant,LAMA2,FLOT1,Bcell,Malignant,20,2624,0.0010983567
JAM2__Bcell|AMFR__Malignant,JAM2,AMFR,Bcell,Malignant,20,2624,0.0010972305
COL9A2__Malignant|MRC1__Bcell,COL9A2,MRC1,Malignant,Bcell,2624,20,0.0010971536
SEMA4A__Malignant|ITGAL__Stroma,SEMA4A,ITGAL,Malignant,Stroma,2624,768,0.0010966356
EFNB1__Endothelial|CD44__Malignant,EFNB1,CD44,Endothelial,Malignant,62,2624,0.0010965376
HMGB1__Malignant|ACVR1B__Bcell,HMGB1,ACVR1B,Malignant,Bcell,2624,20,0.0010961286
F11R__Malignant|ITGB7__Bcell,F11R,ITGB7,Malignant,Bcell,2624,20,0.0010954615
ICAM3__Bcell|CD151__Stroma,ICAM3,CD151,Bcell,Stroma,20,768,0.001095157
CD40LG__Tcell|SDC1__Malignant,CD40LG,SDC1,Tcell,Malignant,9,2624,0.0010950065
MMP7__Malignant|CLEC2D__Endothelial,MMP7,CLEC2D,Malignant,Endothelial,2624,62,0.001094947
ICAM3__Endothelial|CD74__Bcell,ICAM3,CD74,Endothelial,Bcell,62,20,0.0010934091
FARP2__Malignant|LAG3__Macrophage,FARP2,LAG3,Malignant,Macrophage,2624,315,0.0010925612
WNT7B__Malignant|ROR2__Stroma,WNT7B,ROR2,Malignant,Stroma,2624,768,0.0010920105
IL16__Tcell|CD63__Macrophage,IL16,CD63,Tcell,Macrophage,9,315,0.0010914917
COL9A3__Malignant|NOTCH2__Stroma,COL9A3,NOTCH2,Malignant,Stroma,2624,768,0.0010904922
ADAM17__Malignant|LAG3__Macrophage,ADAM17,LAG3,Malignant,Macrophage,2624,315,0.0010899955
PTDSS1__Malignant|TGFBR1__Bcell,PTDSS1,TGFBR1,Malignant,Bcell,2624,20,0.0010898896
THBS3__Malignant|TGFBR2__Bcell,THBS3,TGFBR2,Malignant,Bcell,2624,20,0.00108922
BMP4__Malignant|PLXNB1__Stroma,BMP4,PLXNB1,Malignant,Stroma,2624,768,0.001089075
C1QB__Macrophage|ITGAL__Bcell,C1QB,ITGAL,Macrophage,Bcell,315,20,0.0010879204
BMP4__Malignant|AXL__Macrophage,BMP4,AXL,Malignant,Macrophage,2624,315,0.0010878169
LAMA1__Bcell|CD74__Malignant,LAMA1,CD74,Bcell,Malignant,20,2624,0.0010878051
VCAM1__Bcell|IL13RA1__Malignant,VCAM1,IL13RA1,Bcell,Malignant,20,2624,0.0010877096
CD59__Malignant|ROBO1__Bcell,CD59,ROBO1,Malignant,Bcell,2624,20,0.0010873569
ICAM2__Endothelial|ITGB5__Stroma,ICAM2,ITGB5,Endothelial,Stroma,62,768,0.0010866447
SELPLG__Endothelial|TYROBP__Macrophage,SELPLG,TYROBP,Endothelial,Macrophage,62,315,0.001086028
PSAP__Macrophage|ITGB4__Bcell,PSAP,ITGB4,Macrophage,Bcell,315,20,0.0010858121
LAMB2__Malignant|SDC2__Bcell,LAMB2,SDC2,Malignant,Bcell,2624,20,0.0010844294
HMGB1__Malignant|FAS__Bcell,HMGB1,FAS,Malignant,Bcell,2624,20,0.0010842563
HBEGF__Macrophage|ITGB1__Stroma,HBEGF,ITGB1,Macrophage,Stroma,315,768,0.001084253
SELPLG__Endothelial|PLXNA3__Malignant,SELPLG,PLXNA3,Endothelial,Malignant,62,2624,0.0010837385
LAMA3__Malignant|SDC2__Macrophage,LAMA3,SDC2,Malignant,Macrophage,2624,315,0.0010827185
WNT5A__Malignant|LAMA4__Stroma,WNT5A,LAMA4,Malignant,Stroma,2624,768,0.0010822759
CDH1__Malignant|CD4__Bcell,CDH1,CD4,Malignant,Bcell,2624,20,0.0010816641
LAMA2__Bcell|PLXNB2__Malignant,LAMA2,PLXNB2,Bcell,Malignant,20,2624,0.0010816416
LYZ__Macrophage|CD40__Bcell,LYZ,CD40,Macrophage,Bcell,315,20,0.0010812497
JAM3__Malignant|LRP5__Stroma,JAM3,LRP5,Malignant,Stroma,2624,768,0.0010801706
LGALS9__Endothelial|ITGAV__Stroma,LGALS9,ITGAV,Endothelial,Stroma,62,768,0.0010799692
CALM1__Malignant|SDC2__Bcell,CALM1,SDC2,Malignant,Bcell,2624,20,0.0010795173
EPHA4__Tcell|CD55__Malignant,EPHA4,CD55,Tcell,Malignant,9,2624,0.0010792348
